GEO_NAME,income,Shelter-cost-to-income-ratio,tenure,fraction
Brockville,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,985,0.938095238
Brockville,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,800,0.941176471
Brockville,"$100,000 and over",Spending less than 30% of income on shelter costs,4175,0.982352941
Pembroke,"Under $10,000",Spending less than 30% of income on shelter costs,30,0.127659574
Pembroke,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,210,0.242774566
Pembroke,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,345,0.327014218
Pembroke,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,500,0.584795322
Pembroke,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,645,0.654822335
Pembroke,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,595,0.739130435
Pembroke,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,710,0.893081761
Pembroke,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,690,0.92
Pembroke,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,535,0.946902655
Pembroke,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,495,0.98019802
Pembroke,"$100,000 and over",Spending less than 30% of income on shelter costs,2470,0.984063745
Petawawa,"Under $10,000",Spending less than 30% of income on shelter costs,0,0
Petawawa,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,0,0
Petawawa,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,105,0.388888889
Petawawa,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,120,0.48
Petawawa,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,170,0.653846154
Petawawa,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,310,0.861111111
Petawawa,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,705,0.915584416
Petawawa,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,665,0.95
Petawawa,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,620,0.96875
Petawawa,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,450,1
Petawawa,"$100,000 and over",Spending less than 30% of income on shelter costs,2435,0.993877551
Kingston,"Under $10,000",Spending less than 30% of income on shelter costs,190,0.104972376
Kingston,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,665,0.149774775
Kingston,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1375,0.243578388
Kingston,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2500,0.46253469
Kingston,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,3550,0.640794224
Kingston,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,4145,0.752951862
Kingston,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,4180,0.822025565
Kingston,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,4050,0.911136108
Kingston,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,4355,0.934549356
Kingston,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,3855,0.961346633
Kingston,"$100,000 and over",Spending less than 30% of income on shelter costs,21025,0.983855873
Belleville,"Under $10,000",Spending less than 30% of income on shelter costs,135,0.164634146
Belleville,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,515,0.169129721
Belleville,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1200,0.292326431
Belleville,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2235,0.534050179
Belleville,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,2785,0.69625
Belleville,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,3270,0.816479401
Belleville,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,3375,0.909703504
Belleville,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,3045,0.931192661
Belleville,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,2690,0.960714286
Belleville,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,2240,0.957264957
Belleville,"$100,000 and over",Spending less than 30% of income on shelter costs,10520,0.980428705
Cobourg,"Under $10,000",Spending less than 30% of income on shelter costs,0,0
Cobourg,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,110,0.188034188
Cobourg,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,220,0.280254777
Cobourg,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,440,0.488888889
Cobourg,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,515,0.651898734
Cobourg,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,670,0.817073171
Cobourg,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,615,0.866197183
Cobourg,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,550,0.916666667
Cobourg,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,540,0.939130435
Cobourg,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,465,0.989361702
Cobourg,"$100,000 and over",Spending less than 30% of income on shelter costs,2225,0.982339956
Port Hope,"Under $10,000",Spending less than 30% of income on shelter costs,20,0.153846154
Port Hope,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,50,0.117647059
Port Hope,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,165,0.294642857
Port Hope,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,320,0.551724138
Port Hope,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,375,0.663716814
Port Hope,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,440,0.752136752
Port Hope,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,475,0.818965517
Port Hope,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,410,0.863157895
Port Hope,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,460,0.968421053
Port Hope,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,440,0.926315789
Port Hope,"$100,000 and over",Spending less than 30% of income on shelter costs,2130,0.961625282
Peterborough,"Under $10,000",Spending less than 30% of income on shelter costs,30,0.023904382
Peterborough,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,655,0.176312248
Peterborough,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1470,0.307853403
Peterborough,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2420,0.495901639
Peterborough,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,2990,0.643010753
Peterborough,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,3035,0.74205379
Peterborough,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,3330,0.839848676
Peterborough,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,3180,0.897038082
Peterborough,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,2865,0.934747145
Peterborough,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,2510,0.950757576
Peterborough,"$100,000 and over",Spending less than 30% of income on shelter costs,13535,0.970250896
Kawartha Lakes,"Under $10,000",Spending less than 30% of income on shelter costs,95,0.126666667
Kawartha Lakes,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,385,0.203703704
Kawartha Lakes,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,925,0.35440613
Kawartha Lakes,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1510,0.514480409
Kawartha Lakes,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1885,0.659090909
Kawartha Lakes,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,2005,0.755178908
Kawartha Lakes,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,2215,0.856866538
Kawartha Lakes,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,2155,0.899791232
Kawartha Lakes,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1920,0.934306569
Kawartha Lakes,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1530,0.941538462
Kawartha Lakes,"$100,000 and over",Spending less than 30% of income on shelter costs,8315,0.950829045
Centre Wellington,"Under $10,000",Spending less than 30% of income on shelter costs,10,0.052631579
Centre Wellington,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,60,0.179104478
Centre Wellington,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,195,0.342105263
Centre Wellington,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,425,0.541401274
Centre Wellington,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,510,0.6375
Centre Wellington,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,585,0.713414634
Centre Wellington,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,645,0.826923077
Centre Wellington,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,645,0.883561644
Centre Wellington,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,595,0.838028169
Centre Wellington,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,680,0.937931034
Centre Wellington,"$100,000 and over",Spending less than 30% of income on shelter costs,4130,0.941847206
Oshawa,"Under $10,000",Spending less than 30% of income on shelter costs,150,0.066666667
Oshawa,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,955,0.155791191
Oshawa,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1945,0.231961837
Oshawa,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,3530,0.391786903
Oshawa,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,5420,0.54969574
Oshawa,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,6515,0.646329365
Oshawa,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,7035,0.734725849
Oshawa,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,7175,0.799888517
Oshawa,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,7720,0.858254586
Oshawa,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,7705,0.923860911
Oshawa,"$100,000 and over",Spending less than 30% of income on shelter costs,56055,0.977078613
Ingersoll,"Under $10,000",Spending less than 30% of income on shelter costs,10,0.111111111
Ingersoll,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,55,0.20754717
Ingersoll,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,140,0.358974359
Ingersoll,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,210,0.608695652
Ingersoll,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,315,0.777777778
Ingersoll,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,345,0.793103448
Ingersoll,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,410,0.931818182
Ingersoll,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,320,0.927536232
Ingersoll,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,375,0.974025974
Ingersoll,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,330,0.985074627
Ingersoll,"$100,000 and over",Spending less than 30% of income on shelter costs,1635,0.987915408
Toronto,"Under $10,000",Spending less than 30% of income on shelter costs,5345,0.068132569
Toronto,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,19865,0.156485092
Toronto,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,30620,0.2060912
Toronto,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,50645,0.325869446
Toronto,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,70970,0.455988178
Toronto,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,84125,0.560123843
Toronto,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,92505,0.651719036
Toronto,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,95035,0.724352134
Toronto,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,96825,0.791927371
Toronto,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,95850,0.845275365
Toronto,"$100,000 and over",Spending less than 30% of income on shelter costs,776710,0.956663115
Hamilton,"Under $10,000",Spending less than 30% of income on shelter costs,550,0.07518797
Hamilton,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,2670,0.154648132
Hamilton,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,6680,0.287931034
Hamilton,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,11665,0.506843363
Hamilton,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,15175,0.653953889
Hamilton,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,16050,0.729711298
Hamilton,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,16070,0.795544554
Hamilton,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,16210,0.867076758
Hamilton,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,15650,0.909355026
Hamilton,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,14850,0.932788945
Hamilton,"$100,000 and over",Spending less than 30% of income on shelter costs,103050,0.978307305
St. Catharines - Niagara,"Under $10,000",Spending less than 30% of income on shelter costs,285,0.065972222
St. Catharines - Niagara,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,1980,0.164043082
St. Catharines - Niagara,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,5585,0.346786712
St. Catharines - Niagara,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,9080,0.549138192
St. Catharines - Niagara,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,11675,0.717798955
St. Catharines - Niagara,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,12125,0.817323896
St. Catharines - Niagara,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,11550,0.87202718
St. Catharines - Niagara,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,10725,0.93220339
St. Catharines - Niagara,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,9780,0.943560058
St. Catharines - Niagara,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,8620,0.962053571
St. Catharines - Niagara,"$100,000 and over",Spending less than 30% of income on shelter costs,43345,0.979105489
Kitchener - Cambridge - Waterloo,"Under $10,000",Spending less than 30% of income on shelter costs,300,0.058881256
Kitchener - Cambridge - Waterloo,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,1495,0.145428016
Kitchener - Cambridge - Waterloo,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,3930,0.282226212
Kitchener - Cambridge - Waterloo,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,7520,0.487836523
Kitchener - Cambridge - Waterloo,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,10250,0.644856873
Kitchener - Cambridge - Waterloo,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,11265,0.732206695
Kitchener - Cambridge - Waterloo,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,11765,0.829397251
Kitchener - Cambridge - Waterloo,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,12335,0.885181198
Kitchener - Cambridge - Waterloo,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,11740,0.938074311
Kitchener - Cambridge - Waterloo,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,11435,0.954507513
Kitchener - Cambridge - Waterloo,"$100,000 and over",Spending less than 30% of income on shelter costs,70610,0.98219502
Brantford,"Under $10,000",Spending less than 30% of income on shelter costs,60,0.063157895
Brantford,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,570,0.176197836
Brantford,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1600,0.332640333
Brantford,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2670,0.551652893
Brantford,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,3260,0.68994709
Brantford,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,3380,0.79342723
Brantford,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,3400,0.871794872
Brantford,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,3320,0.918395574
Brantford,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,3130,0.95281583
Brantford,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,2965,0.968954248
Brantford,"$100,000 and over",Spending less than 30% of income on shelter costs,15485,0.977588384
Woodstock,"Under $10,000",Spending less than 30% of income on shelter costs,60,0.157894737
Woodstock,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,250,0.227272727
Woodstock,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,375,0.277777778
Woodstock,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,725,0.491525424
Woodstock,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1140,0.693009119
Woodstock,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1405,0.854103343
Woodstock,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1045,0.88559322
Woodstock,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1195,0.93359375
Woodstock,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1160,0.95473251
Woodstock,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1045,0.981220657
Woodstock,"$100,000 and over",Spending less than 30% of income on shelter costs,4785,0.991709845
Tillsonburg,"Under $10,000",Spending less than 30% of income on shelter costs,25,0.178571429
Tillsonburg,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,100,0.183486239
Tillsonburg,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,235,0.326388889
Tillsonburg,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,525,0.652173913
Tillsonburg,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,660,0.830188679
Tillsonburg,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,560,0.881889764
Tillsonburg,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,575,0.93495935
Tillsonburg,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,575,0.958333333
Tillsonburg,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,360,0.98630137
Tillsonburg,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,330,0.970588235
Tillsonburg,"$100,000 and over",Spending less than 30% of income on shelter costs,1555,0.996794872
Norfolk,"Under $10,000",Spending less than 30% of income on shelter costs,35,0.079545455
Norfolk,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,370,0.221556886
Norfolk,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,930,0.425629291
Norfolk,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1530,0.610778443
Norfolk,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1780,0.73100616
Norfolk,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1910,0.856502242
Norfolk,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1820,0.872901679
Norfolk,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1830,0.917293233
Norfolk,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1540,0.93902439
Norfolk,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1430,0.934640523
Norfolk,"$100,000 and over",Spending less than 30% of income on shelter costs,6855,0.940974605
Guelph,"Under $10,000",Spending less than 30% of income on shelter costs,150,0.109489051
Guelph,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,680,0.220421394
Guelph,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1145,0.293966624
Guelph,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1785,0.441831683
Guelph,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,2645,0.609447005
Guelph,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,3175,0.707915273
Guelph,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,3510,0.81533101
Guelph,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,3045,0.843490305
Guelph,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,3275,0.900962861
Guelph,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,3215,0.918571429
Guelph,"$100,000 and over",Spending less than 30% of income on shelter costs,22525,0.978922208
Stratford,"Under $10,000",Spending less than 30% of income on shelter costs,60,0.210526316
Stratford,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,285,0.279411765
Stratford,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,385,0.303149606
Stratford,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,695,0.574380165
Stratford,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,920,0.699619772
Stratford,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1085,0.837837838
Stratford,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1010,0.905829596
Stratford,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,995,0.966019417
Stratford,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,815,0.981927711
Stratford,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,700,0.95890411
Stratford,"$100,000 and over",Spending less than 30% of income on shelter costs,3720,0.993324433
London,"Under $10,000",Spending less than 30% of income on shelter costs,755,0.096239643
London,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,2290,0.151957532
London,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,5390,0.294455067
London,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,10430,0.556118368
London,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,13380,0.717426273
London,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,14305,0.829275362
London,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,13445,0.893949468
London,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,12730,0.927842566
London,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,11870,0.955331992
London,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,10560,0.962186788
London,"$100,000 and over",Spending less than 30% of income on shelter costs,57310,0.981083626
Chatham-Kent,"Under $10,000",Spending less than 30% of income on shelter costs,135,0.11637931
Chatham-Kent,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,785,0.216253444
Chatham-Kent,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1850,0.424311927
Chatham-Kent,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,3325,0.711229947
Chatham-Kent,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,3785,0.83004386
Chatham-Kent,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,3425,0.88961039
Chatham-Kent,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,2980,0.903030303
Chatham-Kent,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,2830,0.937086093
Chatham-Kent,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,2490,0.941398866
Chatham-Kent,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,1930,0.941463415
Chatham-Kent,"$100,000 and over",Spending less than 30% of income on shelter costs,9235,0.93001007
Leamington,"Under $10,000",Spending less than 30% of income on shelter costs,45,0.132352941
Leamington,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,185,0.206703911
Leamington,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,510,0.360424028
Leamington,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,1030,0.626139818
Leamington,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,1245,0.775700935
Leamington,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1405,0.864615385
Leamington,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1475,0.907692308
Leamington,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,1455,0.966777409
Leamington,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,1110,0.936708861
Leamington,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,890,0.946808511
Leamington,"$100,000 and over",Spending less than 30% of income on shelter costs,4975,0.96042471
Windsor,"Under $10,000",Spending less than 30% of income on shelter costs,445,0.092805005
Windsor,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,1925,0.19068846
Windsor,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,4540,0.406810036
Windsor,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,7335,0.631510977
Windsor,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,9610,0.791272128
Windsor,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,9215,0.855220418
Windsor,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,8570,0.923491379
Windsor,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,8250,0.955414013
Windsor,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,7590,0.966263526
Windsor,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,6755,0.977568741
Windsor,"$100,000 and over",Spending less than 30% of income on shelter costs,39115,0.986506936
Sarnia,"Under $10,000",Spending less than 30% of income on shelter costs,150,0.142857143
Sarnia,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,445,0.145662848
Sarnia,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,1220,0.360413589
Sarnia,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,2085,0.582402235
Sarnia,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,2720,0.801178203
Sarnia,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,2890,0.886503067
Sarnia,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,2830,0.917341977
Sarnia,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,2590,0.936708861
Sarnia,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,2345,0.93987976
Sarnia,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,2160,0.964285714
Sarnia,"$100,000 and over",Spending less than 30% of income on shelter costs,13265,0.970728138
Wasaga Beach,"Under $10,000",Spending less than 30% of income on shelter costs,0,0
Wasaga Beach,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,60,0.144578313
Wasaga Beach,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,395,0.506410256
Wasaga Beach,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,665,0.648780488
Wasaga Beach,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,680,0.663414634
Wasaga Beach,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,700,0.8
Wasaga Beach,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,705,0.839285714
Wasaga Beach,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,625,0.932835821
Wasaga Beach,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,565,0.949579832
Wasaga Beach,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,430,0.905263158
Wasaga Beach,"$100,000 and over",Spending less than 30% of income on shelter costs,2105,0.988262911
Owen Sound,"Under $10,000",Spending less than 30% of income on shelter costs,30,0.089552239
Owen Sound,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,255,0.196911197
Owen Sound,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,505,0.350694444
Owen Sound,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,875,0.579470199
Owen Sound,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,935,0.751004016
Owen Sound,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,1135,0.863117871
Owen Sound,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,1005,0.901345291
Owen Sound,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,860,0.934782609
Owen Sound,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,715,0.940789474
Owen Sound,"$90,000 to $99,999",Spending less than 30% of income on shelter costs,655,0.949275362
Owen Sound,"$100,000 and over",Spending less than 30% of income on shelter costs,3220,0.986217458
Collingwood,"Under $10,000",Spending less than 30% of income on shelter costs,15,0.06122449
Collingwood,"$10,000 to $19,999",Spending less than 30% of income on shelter costs,55,0.086614173
Collingwood,"$20,000 to $29,999",Spending less than 30% of income on shelter costs,235,0.252688172
Collingwood,"$30,000 to $39,999",Spending less than 30% of income on shelter costs,340,0.375690608
Collingwood,"$40,000 to $49,999",Spending less than 30% of income on shelter costs,515,0.565934066
Collingwood,"$50,000 to $59,999",Spending less than 30% of income on shelter costs,535,0.681528662
Collingwood,"$60,000 to $69,999",Spending less than 30% of income on shelter costs,635,0.783950617
Collingwood,"$70,000 to $79,999",Spending less than 30% of income on shelter costs,645,0.928057554
Collingwood,"$80,000 to $89,999",Spending less than 30% of income on shelter costs,520,0.904347826
