GEO_NAME,income,Shelter-cost-to-income-ratio,tenure,fraction
Pembroke,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,85,0.106918239
Pembroke,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,50,0.066666667
Pembroke,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,20,0.03539823
Pembroke,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.02970297
Pembroke,"$100,000 and over",Spending 30% or more of income on shelter costs,10,0.003984064
Petawawa,"Under $10,000",Spending 30% or more of income on shelter costs,35,1
Petawawa,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,140,0.933333333
Petawawa,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,165,0.611111111
Petawawa,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,125,0.5
Petawawa,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,90,0.346153846
Petawawa,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,45,0.125
Petawawa,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,70,0.090909091
Petawawa,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,35,0.05
Petawawa,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,15,0.0234375
Petawawa,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.022222222
Petawawa,"$100,000 and over",Spending 30% or more of income on shelter costs,10,0.004081633
Kingston,"Under $10,000",Spending 30% or more of income on shelter costs,1545,0.85359116
Kingston,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,3770,0.849099099
Kingston,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,4250,0.752878654
Kingston,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,2885,0.533765032
Kingston,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,1950,0.35198556
Kingston,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,1315,0.238873751
Kingston,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,870,0.171091445
Kingston,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,355,0.079865017
Kingston,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,290,0.06223176
Kingston,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,150,0.037406484
Kingston,"$100,000 and over",Spending 30% or more of income on shelter costs,175,0.00818905
Belleville,"Under $10,000",Spending 30% or more of income on shelter costs,635,0.774390244
Belleville,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2505,0.822660099
Belleville,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,2880,0.701583435
Belleville,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1900,0.454002389
Belleville,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,1170,0.2925
Belleville,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,695,0.173533084
Belleville,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,280,0.075471698
Belleville,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,185,0.056574924
Belleville,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,75,0.026785714
Belleville,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,50,0.021367521
Belleville,"$100,000 and over",Spending 30% or more of income on shelter costs,60,0.005591799
Cobourg,"Under $10,000",Spending 30% or more of income on shelter costs,130,0.928571429
Cobourg,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,470,0.803418803
Cobourg,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,565,0.719745223
Cobourg,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,460,0.511111111
Cobourg,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,275,0.348101266
Cobourg,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,150,0.182926829
Cobourg,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,100,0.14084507
Cobourg,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,50,0.083333333
Cobourg,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,35,0.060869565
Cobourg,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,0,0
Cobourg,"$100,000 and over",Spending 30% or more of income on shelter costs,35,0.015452539
Port Hope,"Under $10,000",Spending 30% or more of income on shelter costs,100,0.769230769
Port Hope,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,380,0.894117647
Port Hope,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,385,0.6875
Port Hope,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,260,0.448275862
Port Hope,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,175,0.309734513
Port Hope,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,145,0.247863248
Port Hope,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,100,0.172413793
Port Hope,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,60,0.126315789
Port Hope,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,15,0.031578947
Port Hope,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.031578947
Port Hope,"$100,000 and over",Spending 30% or more of income on shelter costs,40,0.018058691
Peterborough,"Under $10,000",Spending 30% or more of income on shelter costs,1120,0.892430279
Peterborough,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2970,0.799461642
Peterborough,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,3190,0.668062827
Peterborough,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,2325,0.476434426
Peterborough,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,1550,0.333333333
Peterborough,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,960,0.234718826
Peterborough,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,555,0.139974779
Peterborough,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,275,0.077574048
Peterborough,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,160,0.052202284
Peterborough,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,75,0.028409091
Peterborough,"$100,000 and over",Spending 30% or more of income on shelter costs,120,0.008602151
Kawartha Lakes,"Under $10,000",Spending 30% or more of income on shelter costs,570,0.76
Kawartha Lakes,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1455,0.76984127
Kawartha Lakes,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1660,0.636015326
Kawartha Lakes,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1330,0.453151618
Kawartha Lakes,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,875,0.305944056
Kawartha Lakes,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,570,0.214689266
Kawartha Lakes,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,295,0.114119923
Kawartha Lakes,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,180,0.075156576
Kawartha Lakes,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,70,0.03406326
Kawartha Lakes,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,35,0.021538462
Kawartha Lakes,"$100,000 and over",Spending 30% or more of income on shelter costs,70,0.008004574
Centre Wellington,"Under $10,000",Spending 30% or more of income on shelter costs,170,0.894736842
Centre Wellington,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,255,0.76119403
Centre Wellington,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,375,0.657894737
Centre Wellington,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,340,0.433121019
Centre Wellington,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,275,0.34375
Centre Wellington,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,210,0.256097561
Centre Wellington,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,120,0.153846154
Centre Wellington,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,65,0.089041096
Centre Wellington,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,80,0.112676056
Centre Wellington,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.027586207
Centre Wellington,"$100,000 and over",Spending 30% or more of income on shelter costs,100,0.022805017
Oshawa,"Under $10,000",Spending 30% or more of income on shelter costs,2015,0.895555556
Oshawa,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,5165,0.842577488
Oshawa,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,6425,0.766249255
Oshawa,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,5445,0.604328524
Oshawa,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,4420,0.448275862
Oshawa,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,3545,0.351686508
Oshawa,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,2525,0.263707572
Oshawa,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,1775,0.197881828
Oshawa,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,1250,0.138966092
Oshawa,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,615,0.073741007
Oshawa,"$100,000 and over",Spending 30% or more of income on shelter costs,1155,0.020132473
Ingersoll,"Under $10,000",Spending 30% or more of income on shelter costs,75,0.833333333
Ingersoll,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,210,0.79245283
Ingersoll,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,250,0.641025641
Ingersoll,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,140,0.405797101
Ingersoll,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,85,0.209876543
Ingersoll,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,90,0.206896552
Ingersoll,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,35,0.079545455
Ingersoll,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,25,0.072463768
Ingersoll,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,10,0.025974026
Ingersoll,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.029850746
Ingersoll,"$100,000 and over",Spending 30% or more of income on shelter costs,20,0.012084592
Toronto,"Under $10,000",Spending 30% or more of income on shelter costs,69775,0.889420013
Toronto,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,107000,0.842884714
Toronto,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,117870,0.793336699
Toronto,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,104675,0.673519287
Toronto,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,84565,0.543337188
Toronto,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,65950,0.43911046
Toronto,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,49290,0.347259405
Toronto,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,36075,0.27496189
Toronto,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,25335,0.207213839
Toronto,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,17455,0.153930949
Toronto,"$100,000 and over",Spending 30% or more of income on shelter costs,34350,0.042308427
Hamilton,"Under $10,000",Spending 30% or more of income on shelter costs,6520,0.891319207
Hamilton,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,14565,0.843614248
Hamilton,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,16490,0.710775862
Hamilton,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,11295,0.490766891
Hamilton,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,7975,0.343675932
Hamilton,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,5900,0.268242782
Hamilton,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,4070,0.201485149
Hamilton,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,2430,0.129981278
Hamilton,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,1505,0.087449157
Hamilton,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,1045,0.065640704
Hamilton,"$100,000 and over",Spending 30% or more of income on shelter costs,1960,0.018607301
St. Catharines - Niagara,"Under $10,000",Spending 30% or more of income on shelter costs,3790,0.877314815
St. Catharines - Niagara,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,10065,0.833885667
St. Catharines - Niagara,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,10480,0.650729587
St. Catharines - Niagara,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,7415,0.448442697
St. Catharines - Niagara,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,4535,0.278819551
St. Catharines - Niagara,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,2650,0.178631614
St. Catharines - Niagara,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,1615,0.121932805
St. Catharines - Niagara,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,750,0.065189048
St. Catharines - Niagara,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,505,0.048721659
St. Catharines - Niagara,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,275,0.030691964
St. Catharines - Niagara,"$100,000 and over",Spending 30% or more of income on shelter costs,480,0.010842557
Kitchener - Cambridge - Waterloo,"Under $10,000",Spending 30% or more of income on shelter costs,4550,0.893032385
Kitchener - Cambridge - Waterloo,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,8765,0.852626459
Kitchener - Cambridge - Waterloo,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,9965,0.71561939
Kitchener - Cambridge - Waterloo,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,7870,0.51054168
Kitchener - Cambridge - Waterloo,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,5615,0.353255741
Kitchener - Cambridge - Waterloo,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,4045,0.262918427
Kitchener - Cambridge - Waterloo,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,2395,0.168840324
Kitchener - Cambridge - Waterloo,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,1565,0.11230714
Kitchener - Cambridge - Waterloo,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,725,0.057930483
Kitchener - Cambridge - Waterloo,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,510,0.042570952
Kitchener - Cambridge - Waterloo,"$100,000 and over",Spending 30% or more of income on shelter costs,985,0.013701488
Brantford,"Under $10,000",Spending 30% or more of income on shelter costs,845,0.889473684
Brantford,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2635,0.814528594
Brantford,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,3170,0.659043659
Brantford,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,2135,0.441115702
Brantford,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,1425,0.301587302
Brantford,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,835,0.19600939
Brantford,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,465,0.119230769
Brantford,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,265,0.073305671
Brantford,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,135,0.04109589
Brantford,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,80,0.026143791
Brantford,"$100,000 and over",Spending 30% or more of income on shelter costs,115,0.007260101
Woodstock,"Under $10,000",Spending 30% or more of income on shelter costs,315,0.828947368
Woodstock,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,845,0.768181818
Woodstock,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,970,0.718518519
Woodstock,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,745,0.505084746
Woodstock,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,500,0.303951368
Woodstock,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,240,0.145896657
Woodstock,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,130,0.110169492
Woodstock,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,80,0.0625
Woodstock,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,50,0.041152263
Woodstock,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.018779343
Woodstock,"$100,000 and over",Spending 30% or more of income on shelter costs,40,0.008290155
Tillsonburg,"Under $10,000",Spending 30% or more of income on shelter costs,115,0.821428571
Tillsonburg,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,450,0.825688073
Tillsonburg,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,480,0.666666667
Tillsonburg,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,275,0.341614907
Tillsonburg,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,130,0.163522013
Tillsonburg,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,75,0.118110236
Tillsonburg,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,40,0.06504065
Tillsonburg,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,20,0.033333333
Tillsonburg,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,10,0.02739726
Tillsonburg,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,10,0.029411765
Tillsonburg,"$100,000 and over",Spending 30% or more of income on shelter costs,10,0.006410256
Norfolk,"Under $10,000",Spending 30% or more of income on shelter costs,355,0.806818182
Norfolk,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1265,0.75748503
Norfolk,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1230,0.562929062
Norfolk,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,895,0.357285429
Norfolk,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,580,0.238193018
Norfolk,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,280,0.125560538
Norfolk,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,210,0.100719424
Norfolk,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,110,0.055137845
Norfolk,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,50,0.030487805
Norfolk,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,60,0.039215686
Norfolk,"$100,000 and over",Spending 30% or more of income on shelter costs,65,0.008922443
Guelph,"Under $10,000",Spending 30% or more of income on shelter costs,1170,0.854014599
Guelph,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2400,0.777957861
Guelph,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,2740,0.703465982
Guelph,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,2240,0.554455446
Guelph,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,1680,0.387096774
Guelph,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,1290,0.287625418
Guelph,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,785,0.182346109
Guelph,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,545,0.150969529
Guelph,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,350,0.096286107
Guelph,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,275,0.078571429
Guelph,"$100,000 and over",Spending 30% or more of income on shelter costs,350,0.015210778
Stratford,"Under $10,000",Spending 30% or more of income on shelter costs,210,0.736842105
Stratford,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,730,0.715686275
Stratford,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,885,0.696850394
Stratford,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,520,0.429752066
Stratford,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,385,0.292775665
Stratford,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,210,0.162162162
Stratford,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,95,0.085201794
Stratford,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,35,0.033980583
Stratford,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,15,0.018072289
Stratford,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,30,0.04109589
Stratford,"$100,000 and over",Spending 30% or more of income on shelter costs,20,0.005340454
London,"Under $10,000",Spending 30% or more of income on shelter costs,6880,0.876991714
London,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,12735,0.845056403
London,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,12845,0.701720841
London,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,8250,0.439882698
London,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,5175,0.277479893
London,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,2800,0.162318841
London,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,1480,0.098404255
London,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,900,0.065597668
London,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,430,0.034607646
London,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,330,0.030068337
London,"$100,000 and over",Spending 30% or more of income on shelter costs,565,0.009672173
Chatham-Kent,"Under $10,000",Spending 30% or more of income on shelter costs,885,0.762931034
Chatham-Kent,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2790,0.768595041
Chatham-Kent,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,2435,0.558486239
Chatham-Kent,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1275,0.272727273
Chatham-Kent,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,680,0.149122807
Chatham-Kent,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,320,0.083116883
Chatham-Kent,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,145,0.043939394
Chatham-Kent,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,60,0.01986755
Chatham-Kent,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,45,0.017013233
Chatham-Kent,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,35,0.017073171
Chatham-Kent,"$100,000 and over",Spending 30% or more of income on shelter costs,65,0.006545821
Leamington,"Under $10,000",Spending 30% or more of income on shelter costs,270,0.794117647
Leamington,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,705,0.787709497
Leamington,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,880,0.621908127
Leamington,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,590,0.358662614
Leamington,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,325,0.202492212
Leamington,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,180,0.110769231
Leamington,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,125,0.076923077
Leamington,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,45,0.029900332
Leamington,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,50,0.042194093
Leamington,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.021276596
Leamington,"$100,000 and over",Spending 30% or more of income on shelter costs,40,0.007722008
Windsor,"Under $10,000",Spending 30% or more of income on shelter costs,4265,0.889468196
Windsor,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,8160,0.808320951
Windsor,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,6615,0.592741935
Windsor,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,4260,0.366767111
Windsor,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,2495,0.205434335
Windsor,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,1540,0.142923434
Windsor,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,670,0.072198276
Windsor,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,350,0.040532716
Windsor,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,225,0.028644176
Windsor,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,120,0.017366136
Windsor,"$100,000 and over",Spending 30% or more of income on shelter costs,280,0.007061791
Sarnia,"Under $10,000",Spending 30% or more of income on shelter costs,795,0.757142857
Sarnia,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2570,0.841243863
Sarnia,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,2120,0.626292467
Sarnia,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1450,0.405027933
Sarnia,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,610,0.179675994
Sarnia,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,325,0.099693252
Sarnia,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,195,0.063209076
Sarnia,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,115,0.04159132
Sarnia,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,75,0.03006012
Sarnia,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,55,0.024553571
Sarnia,"$100,000 and over",Spending 30% or more of income on shelter costs,80,0.005854372
Wasaga Beach,"Under $10,000",Spending 30% or more of income on shelter costs,155,0.885714286
Wasaga Beach,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,355,0.855421687
Wasaga Beach,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,390,0.5
Wasaga Beach,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,355,0.346341463
Wasaga Beach,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,340,0.331707317
Wasaga Beach,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,170,0.194285714
Wasaga Beach,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,135,0.160714286
Wasaga Beach,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,45,0.067164179
Wasaga Beach,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,35,0.058823529
Wasaga Beach,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,45,0.094736842
Wasaga Beach,"$100,000 and over",Spending 30% or more of income on shelter costs,20,0.009389671
Owen Sound,"Under $10,000",Spending 30% or more of income on shelter costs,295,0.880597015
Owen Sound,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1025,0.791505792
Owen Sound,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,935,0.649305556
Owen Sound,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,615,0.407284768
Owen Sound,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,295,0.236947791
Owen Sound,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,160,0.121673004
Owen Sound,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,90,0.080717489
Owen Sound,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,35,0.038043478
Owen Sound,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,30,0.039473684
Owen Sound,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.02173913
Owen Sound,"$100,000 and over",Spending 30% or more of income on shelter costs,0,0
Collingwood,"Under $10,000",Spending 30% or more of income on shelter costs,210,0.857142857
Collingwood,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,575,0.905511811
Collingwood,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,695,0.747311828
Collingwood,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,565,0.624309392
Collingwood,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,400,0.43956044
Collingwood,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,250,0.318471338
Collingwood,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,175,0.216049383
Collingwood,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,55,0.079136691
Collingwood,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,55,0.095652174
Collingwood,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.042105263
Collingwood,"$100,000 and over",Spending 30% or more of income on shelter costs,35,0.013513514
Barrie,"Under $10,000",Spending 30% or more of income on shelter costs,1280,0.911032028
Barrie,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2640,0.836767036
Barrie,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,3555,0.751585624
Barrie,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,3385,0.63271028
Barrie,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,3030,0.545945946
Barrie,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,2170,0.395264117
Barrie,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,1530,0.287864534
Barrie,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,850,0.174002047
Barrie,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,565,0.120597652
