GEO_NAME,DIM: Household total income groups (14),DIM: Household type including census family structure (16),DIM: Housing suitability (3),DIM: Dwelling condition (3),DIM: Shelter-cost-to-income ratio (5),Dim: Tenure (4): Member ID: [1]: Total - Tenure,Fraction of Total
Woodstock,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Woodstock,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,4825,1
Woodstock,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,4785,0.991709845
Woodstock,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,40,0.008290155
Woodstock,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,140,1
Tillsonburg,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,25,0.178571429
Tillsonburg,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,115,0.821428571
Tillsonburg,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,545,1.009174312
Tillsonburg,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,100,0.183486239
Tillsonburg,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,450,0.825688073
Tillsonburg,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,720,0.993055556
Tillsonburg,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,235,0.326388889
Tillsonburg,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,480,0.666666667
Tillsonburg,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,805,0.99378882
Tillsonburg,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,525,0.652173913
Tillsonburg,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,275,0.341614907
Tillsonburg,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,795,0.993710692
Tillsonburg,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,660,0.830188679
Tillsonburg,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,130,0.163522013
Tillsonburg,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,635,1
Tillsonburg,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,560,0.881889764
Tillsonburg,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,75,0.118110236
Tillsonburg,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,615,1
Tillsonburg,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,575,0.93495935
Tillsonburg,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,40,0.06504065
Tillsonburg,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,600,0.991666667
Tillsonburg,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,575,0.958333333
Tillsonburg,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,20,0.033333333
Tillsonburg,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,365,1.01369863
Tillsonburg,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,360,0.98630137
Tillsonburg,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,10,0.02739726
Tillsonburg,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,340,1
Tillsonburg,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,330,0.970588235
Tillsonburg,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,10,0.029411765
Tillsonburg,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Tillsonburg,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1560,1.003205128
Tillsonburg,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1555,0.996794872
Tillsonburg,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,10,0.006410256
Tillsonburg,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Norfolk,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,440,1
Norfolk,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,35,0.079545455
Norfolk,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,355,0.806818182
Norfolk,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,50,0.113636364
Norfolk,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1670,1
Norfolk,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,370,0.221556886
Norfolk,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,1265,0.75748503
Norfolk,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,35,0.020958084
Norfolk,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2185,1.00228833
Norfolk,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,930,0.425629291
Norfolk,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,1230,0.562929062
Norfolk,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,30,0.013729977
Norfolk,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2505,1.001996008
Norfolk,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1530,0.610778443
Norfolk,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,895,0.357285429
Norfolk,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,85,0.033932136
Norfolk,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2435,0.997946612
Norfolk,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1780,0.73100616
Norfolk,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,580,0.238193018
Norfolk,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,70,0.028747433
Norfolk,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2230,1.002242152
Norfolk,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1910,0.856502242
Norfolk,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,280,0.125560538
Norfolk,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,45,0.020179372
Norfolk,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,2085,1.002398082
Norfolk,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1820,0.872901679
Norfolk,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,210,0.100719424
Norfolk,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,60,0.028776978
Norfolk,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1995,1
Norfolk,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1830,0.917293233
Norfolk,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,110,0.055137845
Norfolk,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,55,0.027568922
Norfolk,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1640,0.99695122
Norfolk,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1540,0.93902439
Norfolk,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,50,0.030487805
Norfolk,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,45,0.027439024
Norfolk,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1530,1.003267974
Norfolk,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1430,0.934640523
Norfolk,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,60,0.039215686
Norfolk,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,45,0.029411765
Norfolk,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,7285,1.000686342
Norfolk,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,6855,0.940974605
Norfolk,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,65,0.008922443
Norfolk,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,370,0.050789293
Guelph,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1370,0.996350365
Guelph,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,150,0.109489051
Guelph,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,1170,0.854014599
Guelph,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,45,0.032846715
Guelph,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,3085,1.001620746
Guelph,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,680,0.220421394
Guelph,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,2400,0.777957861
Guelph,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,10,0.003241491
Guelph,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,3895,1
Guelph,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1145,0.293966624
Guelph,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,2740,0.703465982
Guelph,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,10,0.002567394
Guelph,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,4040,1
Guelph,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1785,0.441831683
Guelph,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,2240,0.554455446
Guelph,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,15,0.003712871
Guelph,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,4340,1.002304147
Guelph,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,2645,0.609447005
Guelph,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,1680,0.387096774
Guelph,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,25,0.005760369
Guelph,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,4485,1
Guelph,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,3175,0.707915273
Guelph,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,1290,0.287625418
Guelph,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,20,0.004459309
Guelph,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,4305,1
Guelph,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,3510,0.81533101
Guelph,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,785,0.182346109
Guelph,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,10,0.00232288
Guelph,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,3610,0.998614958
Guelph,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,3045,0.843490305
Guelph,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,545,0.150969529
Guelph,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,15,0.004155125
Guelph,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,3635,1
Guelph,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,3275,0.900962861
Guelph,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,350,0.096286107
Guelph,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,10,0.002751032
Guelph,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,3500,0.997142857
Guelph,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,3215,0.918571429
Guelph,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,275,0.078571429
Guelph,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,0,0
Guelph,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,23010,1
Guelph,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,22525,0.978922208
Guelph,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,350,0.015210778
Guelph,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,135,0.005867014
Stratford,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,285,0.947368421
Stratford,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,60,0.210526316
Stratford,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,210,0.736842105
Stratford,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Stratford,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1020,0.995098039
Stratford,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,285,0.279411765
Stratford,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,730,0.715686275
Stratford,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Stratford,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1270,1
Stratford,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,385,0.303149606
Stratford,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,885,0.696850394
Stratford,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Stratford,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1210,1.004132231
Stratford,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,695,0.574380165
Stratford,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,520,0.429752066
Stratford,"$30,000 to $39,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Stratford,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1315,0.992395437
Stratford,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,920,0.699619772
Stratford,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,385,0.292775665
Stratford,"$40,000 to $49,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Stratford,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1295,1
Stratford,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1085,0.837837838
Stratford,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,210,0.162162162
Stratford,"$50,000 to $59,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Stratford,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1115,0.99103139
Stratford,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,1010,0.905829596
Stratford,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,95,0.085201794
Stratford,"$60,000 to $69,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Stratford,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,1030,1
Stratford,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,995,0.966019417
Stratford,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,35,0.033980583
Stratford,"$70,000 to $79,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Stratford,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,830,1
Stratford,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,815,0.981927711
Stratford,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,15,0.018072289
Stratford,"$80,000 to $89,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Stratford,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,730,1
Stratford,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,700,0.95890411
Stratford,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,30,0.04109589
Stratford,"$90,000 to $99,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
Stratford,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,3745,0.998664887
Stratford,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,3720,0.993324433
Stratford,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,20,0.005340454
Stratford,"$100,000 and over",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,,0
London,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,7845,1
London,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,755,0.096239643
London,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,6880,0.876991714
London,"Under $10,000",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,210,0.026768642
London,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,15070,0.999668215
London,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,2290,0.151957532
London,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,12735,0.845056403
London,"$10,000 to $19,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,40,0.00265428
London,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Total - Shelter-cost-to-income ratio,18305,1.000273149
London,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending less than 30% of income on shelter costs,5390,0.294455067
London,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Spending 30% or more of income on shelter costs,12845,0.701720841
London,"$20,000 to $29,999",Total - Household type including census family structure,Total - Housing suitability,Total - Dwelling condition,Not applicable,75,0.004097241
